Villes,statut
Saint-Benoît-des-Ondes+France,traité (2026-08-17 13:08)
Saint-Benoît-des-Ombres+France,traité (2026-08-17 13:09)
Saint-Benoît-de-Carmaux+France,traité (2026-08-17 13:09)
Saint-Benoît-d'Hébertot+France,traité (2026-08-17 13:09)
Saint-Benoît+France,traité (2026-08-17 13:09)
Saint-Benoist-sur-Vanne+France,traité (2026-08-17 13:09)
Saint-Benoist-sur-Mer+France,traité (2026-08-17 13:09)
Saint-Benin-des-Bois+France,traité (2026-08-17 13:09)
Saint-Benin-d'Azy+France,traité (2026-08-17 13:10)
Saint-Benin+France,traité (2026-08-17 13:10)
Saint-Bénigne+France,traité (2026-08-17 13:10)
Saint-Bénézet+France,traité (2026-08-17 13:10)
Saint-Beauzire+France,traité (2026-08-17 13:10)
Saint-Beauzile+France,traité (2026-08-17 13:10)
Saint-Beauzély+France,traité (2026-08-17 13:10)
Saint-Beauzeil+France,traité (2026-08-17 13:10)
Saint-Beaulize+France,traité (2026-08-17 13:11)
Saint-Béat+France,traité (2026-08-17 13:11)
Saint-Bazile-de-Meyssac+France,traité (2026-08-17 13:11)
Saint-Bazile-de-la-Roche+France,traité (2026-08-17 13:11)
Saint-Bazile+France,traité (2026-08-17 13:11)
Saint-Bauzille-de-Putois+France,traité (2026-08-17 13:11)
Saint-Bauzille-de-Montmel+France,traité (2026-08-17 13:11)
Saint-Bauzille-de-la-Sylve+France,traité (2026-08-17 13:11)
Saint-Bauzile+France,traité (2026-08-17 13:12)
Saint-Bauzély+France,traité (2026-08-17 13:12)
Saint-Bauzeil+France,traité (2026-08-17 13:12)
Saint-Baussant+France,traité (2026-08-17 13:12)
Saint-Bauld+France,traité (2026-08-17 13:12)
Saint-Baudille-et-Pipet+France,traité (2026-08-17 13:12)
Saint-Baudille-de-la-Tour+France,traité (2026-08-17 13:12)
Saint-Baudelle+France,traité (2026-08-17 13:13)
Saint-Baudel+France,traité (2026-08-17 13:13)
Saint-Baslemont+France,traité (2026-08-17 13:13)
